Company,BvdID,NACE,IncorpSerial,NumDirectors,Year,TotalAssets,ShareholdersFunds,NetIncome,Revenue,MarketCap,Employees,TotalAssets_m,MarketCap_m,ShareFunds_m,NetIncome_m,Revenue_m,IncorpYear,CompanyKey
HOWDEN JOINERY GROUP PLC,GB02128710,3102,31904,19,2024,2237.5,1128700.0,249300.0,2322100.0,4362.245500258,12206.0,2237.5,4362.245500258,1128.7,249.3,2322.1,1986.0,HOWDEN JOINERY
BERKELEY GROUP HOLDINGS (THE) PLC,GB05172586,4110,1976,14,2024,6996.3,3560500.0,397600.0,2464300.0,4993.427925891,2610.0,6996.3,4993.427925891,3560.5,397.6,2464.3,1904.0,BERKELEY
BURBERRY GROUP PLC,GB03458224,4771,35733,29,2024,3427.0,921000.0,-75000.0,2484000.0,2772.128788199,8701.0,3427.0,2772.128788199,921.0,-75.0,2484.0,1996.0,BURBERRY
CAPITA PLC,GB02081330,8110,31754,19,2024,1839.0,195700.0,76700.0,2421600.0,238.518566529,34543.0,1839.0,238.518566529,195.7,76.7,2421.6,1985.0,CAPITA
IMI PLC,GB00714275,2899,22679,13,2024,2490.5,1085100.0,248500.0,2210000.0,4663.334202146,10352.0,2490.5,4663.334202146,1085.1,248.5,2210.0,1961.0,IMI
ITHACA ENERGY PLC,GB12263719,0610,2019,21,2024,6595.99445909994,2423499.88561299,122035.861231203,1579690.85426517,1825.720584583,798.0,6595.99445909994,1825.720584583,2423.4998856129896,122.035861231203,1579.69085426517,1904.0,ITHACA ENERGY
GREGGS PLC,GB00502851,5610,18991,13,2024,1319.7,570500.0,153400.0,2028200.0,2848.843167912,39455.0,1319.7,2848.843167912,570.5,153.4,2028.2,1951.0,GREGGS
OCADO GROUP PLC,GB07098618,4778,40155,19,2024,4156.5,1171200.0,-336200.0,3156000.0,2629.892683144,20261.0,4156.5,2629.892683144,1171.2,-336.2,3156.0,2009.0,OCADO
J D WETHERSPOON PLC,GB01709784,5630,30400,13,2024,1904.37,401627.0,48785.0,2039653.0,922.839712003,42077.0,1904.37,922.839712003,401.627,48.785,2039.653,1982.0,J D WETHERSPOON
W.A.G PAYMENT SOLUTIONS PLC,GB13544823,7490,2021,17,2024,924.817808306351,217225.404847736,2232.57327600869,1856074.96742659,552.049482626,1916.0,924.817808306351,552.049482626,217.225404847736,2.23257327600869,1856.0749674265899,1904.0,W A G PAYMENT SOLUTIONS
TATE & LYLE PLC,GB00076535,1039,1154,24,2024,3722.0,1588000.0,143000.0,2013000.0,2305.098482309,4971.0,3722.0,2305.098482309,1588.0,143.0,2013.0,1902.0,TATE LYLE
WH SMITH PLC,GB05202036,4778,38209,10,2024,1854.0,422000.0,54000.0,1927000.0,1679.606762002,13921.0,1854.0,1679.606762002,422.0,54.0,1927.0,2003.0,WH SMITH
GALLIFORD TRY HOLDINGS PLC,GB12216008,4120,1965,11,2024,824.1,113600.0,27400.0,1763700.0,248.502139447,4122.0,824.1,248.502139447,113.6,27.4,1763.7,1904.0,GALLIFORD TRY
TELECOM PLUS PLC,GB03263464,6190,35347,18,2024,736.394,251510.0,76097.0,1839735.0,1384.762648441,2291.0,736.394,1384.762648441,251.51,76.097,1839.735,1995.0,TELECOM PLUS
QINETIQ GROUP PLC,GB04586941,8020,37571,18,2024,1828.4,626500.0,-185700.0,1940500.0,2136.460282772,8403.0,1828.4,2136.460282772,626.5,-185.7,1940.5,2001.0,QINETIQ
ZIGUP PLC,GB00053171,7721,,32,2024,2225.166,1043397.0,125018.0,1833127.0,873.236268543,7906.0,2225.166,873.236268543,1043.397,125.018,1833.127,,ZIGUP
WATCHES OF SWITZERLAND GROUP PLC,GB11838443,4648,43516,11,2024,1327.4,523000.0,59100.0,1537900.0,811.66411186,2769.0,1327.4,811.66411186,523.0,59.1,1537.9,2018.0,WATCHES OF SWITZERLAND
CONVATEC GROUP PLC,GB10361298,4690,42619,21,2024,2801.80308443943,1346220.54887902,151847.364889249,1824719.09556152,4534.134285567,10843.0,2801.80308443943,4534.134285567,1346.2205488790198,151.847364889249,1824.71909556152,2015.0,CONVATEC
VESUVIUS PLC,GB08217766,2451,41169,11,2024,2293.7,1243600.0,87200.0,1820100.0,1085.935097017,11133.0,2293.7,1085.935097017,1243.6,87.2,1820.1,2011.0,VESUVIUS
DUNELM GROUP PLC,GB04708277,4759,37703,16,2024,682.0,137900.0,151200.0,1706500.0,2151.41204878,11602.0,682.0,2151.41204878,137.9,151.2,1706.5,2002.0,DUNELM
SYNTHOMER PLC,GB00098381,2059,3080,22,2024,2537.2,1107700.0,-72600.0,1996600.0,263.34387215,4102.0,2537.2,263.34387215,1107.7,-72.6,1996.6,1907.0,SYNTHOMER
HALFORDS GROUP PLC,GB04457314,4778,37417,8,2024,1175.4,500300.0,-33600.0,1715900.0,280.228775816,12757.0,1175.4,280.228775816,500.3,-33.6,1715.9,2001.0,HALFORDS
THG PLC,GB06539496,4778,39526,142,2024,2545.562,305827.0,-326140.0,1943314.0,594.661906108,6797.0,2545.562,594.661906108,305.827,-326.14,1943.314,2007.0,THG
BREEDON GROUP PLC,GB14739556,6420,45002,15,2024,2114.0,1170600.0,96200.0,1576300.0,1530.970823266,4395.0,2114.0,1530.970823266,1170.6,96.2,1576.3,2022.0,BREEDON
SPIRAX GROUP PLC,GB00596337,2813,21186,21,2024,2645.0,1209200.0,191200.0,1665200.0,5046.116191897,9960.0,2645.0,5046.116191897,1209.2,191.2,1665.2,1957.0,SPIRAX
CRODA INTERNATIONAL PLC,GB00206132,2059,9274,18,2024,3509.3,2296900.0,158500.0,1628100.0,4726.659498633,6027.0,3509.3,4726.659498633,2296.9,158.5,1628.1,1924.0,CRODA
WICKES GROUP PLC,GB12189061,4778,2019,15,2024,1078.9,146400.0,18100.0,1538800.0,366.004235546,7389.0,1078.9,366.004235546,146.4,18.1,1538.8,1904.0,WICKES
MICHAEL PAGE PLC,GB03310225,7810,35460,35,2024,650.095,262409.0,28443.0,1738937.0,1129.134143191,7361.0,650.095,1129.134143191,262.409,28.443,1738.937,1996.0,MICHAEL PAGE
SPIRE HEALTHCARE GROUP PLC,GB09084066,8690,41802,20,2024,2343.2,746200.0,25400.0,1523800.0,910.219118399,16240.0,2343.2,910.219118399,746.2,25.4,1523.8,2013.0,SPIRE HEALTHCARE
DIPLOMA PLC,GB03899848,4690,36518,21,2024,1772.1,894700.0,129300.0,1363400.0,5945.638191961,3597.0,1772.1,5945.638191961,894.7,129.3,1363.4,1999.0,DIPLOMA
PETS AT HOME GROUP PLC,GB08885072,4778,41680,16,2024,1656.8,993200.0,88200.0,1498600.0,994.338656631,7905.0,1656.8,994.338656631,993.2,88.2,1498.6,2013.0,PETS AT HOME
SOFTCAT PLC,GB02174990,6209,32057,20,2024,780.749,298037.0,119044.0,962633.0,3248.170181582,2459.0,780.749,3248.170181582,298.037,119.044,962.633,1986.0,SOFTCAT
ABERDEEN GROUP PLC,GBSC286832,7010,38533,30,2024,7721.0,5039000.0,237000.0,1370000.0,,4619.0,7721.0,,5039.0,237.0,1370.0,2004.0,ABERDEEN
ENERGEAN PLC,GB10758801,0610,42863,12,2024,4674.1887018927,460295.99327247,101587.879858479,1400821.03521786,1913.706458364,369.0,4674.1887018927,1913.706458364,460.29599327247,101.587879858479,1400.82103521786,2016.0,ENERGEAN
MIDWICH GROUP PLC,GB08793266,7490,41605,17,2024,650.663,189154.0,16030.0,1325513.0,304.395775873,1939.0,650.663,304.395775873,189.154,16.03,1325.513,2012.0,MIDWICH
PENNON GROUP PLC,GB02366640,3700,32599,19,2024,7047.6,1450700.0,-57900.0,1047800.0,2114.430460842,3910.0,7047.6,2114.430460842,1450.7,-57.9,1047.8,1988.0,PENNON
ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,GB11488166,2910,43308,30,2024,3161.5,752900.0,-323500.0,1583900.0,998.069079216,3006.0,3161.5,998.069079216,752.9,-323.5,1583.9,2017.0,ASTON MARTIN LAGONDA GLOBAL
LION FINANCE GROUP PLC,GB10917019,6420,42962,33,2024,14826.4419200936,1992244.07759557,705766.901116687,1012128.05892791,2090.681655969,11708.0,14826.4419200936,2090.681655969,1992.24407759557,705.766901116687,1012.12805892791,2016.0,LION FINANCE
PREMIER FOODS PLC,GB05160050,1089,38160,18,2024,2251.7,1442000.0,124900.0,1149000.0,1598.584328599,4190.0,2251.7,1598.584328599,1442.0,124.9,1149.0,2003.0,PREMIER FOODS
INVESTEC PLC,GB03633621,6419,36055,15,2024,29823.889,3489229.0,331765.0,1154985.0,3091.617964649,,29823.889,3091.617964649,3489.229,331.765,1154.985,1997.0,INVESTEC
ENQUEST PLC,GB07140891,0610,2010,15,2024,2839.75137497826,432399.121480376,74746.3671798404,959584.476810832,233.619724468,673.0,2839.75137497826,233.619724468,432.399121480376,74.74636717984039,959.584476810832,1904.0,ENQUEST
MEARS GROUP PLC,GB03232863,8121,35278,10,2024,701.345,187465.0,46526.0,1132510.0,328.567276893,5471.0,701.345,328.567276893,187.465,46.526,1132.51,1995.0,MEARS
COATS GROUP PLC,GB00103548,2899,3456,17,2024,1283.88740486674,301781.692110603,63847.6321660309,1196365.9315605,1508.333012583,16042.0,1283.88740486674,1508.333012583,301.781692110603,63.8476321660309,1196.3659315605,1908.0,COATS
RENEW HOLDINGS PLC,GB00650447,4120,21970,6,2024,547.713,206390.0,41571.0,1013135.0,832.533847627,4480.0,547.713,832.533847627,206.39,41.571,1013.135,1959.0,RENEW
SENIOR PLC,GB00282772,2932,12406,16,2024,1015.8,469900.0,25900.0,979800.0,669.391290471,6779.0,1015.8,669.391290471,469.9,25.9,979.8,1932.0,SENIOR
DFS FURNITURE PLC,GB07236769,4759,1969,14,2024,1046.5,229000.0,-4400.0,987100.0,259.600005627,4730.0,1046.5,259.600005627,229.0,-4.4,987.1,1904.0,DFS FURNITURE
COSTAIN GROUP PLC,GB01393773,4211,28775,13,2024,547.2,235700.0,30600.0,1251100.0,284.892036841,3095.0,547.2,284.892036841,235.7,30.6,1251.1,1977.0,COSTAIN
SIGMAROC PLC,GB05204176,6619,2004,18,2024,2148.422,753668.0,23256.0,997614.0,802.695293496,3151.0,2148.422,802.695293496,753.668,23.256,997.614,1904.0,SIGMAROC
VICTORIA PLC,GB00282204,1393,12389,28,2024,1330.0,-330500.0,-300600.0,1124400.0,101.035906989,5355.0,1330.0,101.035906989,-330.5,-300.6,1124.4,1932.0,VICTORIA
MORGAN ADVANCED MATERIALS PLC,GB00286773,2059,12520,11,2024,1077.1,389300.0,50300.0,1100800.0,771.458824915,8479.0,1077.1,771.458824915,389.3,50.3,1100.8,1933.0,MORGAN ADVANCED MATERIALS
ICG PLC,GB02234775,6630,32225,16,2024,9342.6,2490900.0,451200.0,946700.0,5679.045135766,695.0,9342.6,5679.045135766,2490.9,451.2,946.7,1987.0,ICG
CLOSE BROTHERS GROUP PLC,GB00520241,6420,19513,18,2024,14080.8,1842500.0,100400.0,1025600.0,768.991364822,3081.0,14080.8,768.991364822,1842.5,100.4,1025.6,1952.0,CLOSE BROTHERS
HAYS PLC,GB02150950,7810,31986,21,2024,1778.2,557600.0,-4900.0,1113600.0,1497.714041884,11120.0,1778.2,1497.714041884,557.6,-4.9,1113.6,1986.0,HAYS
PLAYTECH PLC,GBIM008505V,5829,2002,10,2024,2731.0101657823,1503094.86397752,-19791.7289675845,1493985.70001754,2211.453866947,7094.0,2731.0101657823,2211.453866947,1503.09486397752,-19.791728967584497,1493.98570001754,1904.0,PLAYTECH
MCBRIDE PLC,GB02798634,2041,34039,9,2024,476.6,63400.0,33300.0,934800.0,241.011170835,3207.0,476.6,241.011170835,63.4,33.3,934.8,1992.0,MCBRIDE
TBC BANK GROUP PLC,GB10029943,6420,42426,20,2024,11405.1121285139,1629812.79030852,371352.219312414,804744.575200811,1756.182522944,12183.0,11405.1121285139,1756.182522944,1629.8127903085199,371.352219312414,804.744575200811,2015.0,TBC BANK
VOLEX PLC,GB00158956,2434,7202,14,2024,708.373605747842,286100.707885502,37018.4330300258,839676.983029708,439.595695219,13184.0,708.373605747842,439.595695219,286.100707885502,37.018433030025804,839.676983029708,1918.0,VOLEX
RATHBONES GROUP PLC,GB01000403,6630,25954,22,2024,4290.1,1359400.0,65500.0,895900.0,1525.963667067,3545.0,4290.1,1525.963667067,1359.4,65.5,895.9,1970.0,RATHBONES
MARSTON'S PLC,GB00031461,1105,14/05/1890,14,2024,2213.3,654800.0,-18500.0,903000.0,263.185196443,10105.0,2213.3,263.185196443,654.8,-18.5,903.0,1890.0,MARSTON S
HOCHSCHILD MINING PLC,GB05777693,2441,2006,16,2024,1316.40824812195,547886.814194176,77322.5912392737,771587.873889601,1100.941098449,3295.0,1316.40824812195,1100.941098449,547.8868141941759,77.32259123927369,771.5878738896009,1904.0,HOCHSCHILD MINING
LAND SECURITIES GROUP PLC,GB04369054,9499,1955,23,2024,11621.0,6532000.0,396000.0,842000.0,4097.185554,704.0,11621.0,4097.185554,6532.0,396.0,842.0,1904.0,LAND SECURITIES
HILL & SMITH PLC,GB00671474,2511,22189,14,2024,796.0,475700.0,76400.0,855600.0,1502.682568429,4631.0,796.0,1502.682568429,475.7,76.4,855.6,1959.0,HILL SMITH
THE RANK GROUP PLC,GB03140769,9329,35055,18,2024,732.5,339000.0,12500.0,734700.0,318.53209123,4368.0,732.5,318.53209123,339.0,12.5,734.7,1995.0,RANK
ROTORK PLC,GB00578327,2899,20863,17,2024,780.486,598502.0,103585.0,756000.0,2655.944217463,3493.0,780.486,2655.944217463,598.502,103.585,756.0,1956.0,ROTORK
HUNTING PLC,GB00974568,4950,25640,17,2024,1019.6490769886,719222.453226088,-22318.7727921207,839185.856983737,476.676854283,2285.0,1019.6490769886,476.676854283,719.222453226088,-22.3187727921207,839.1858569837369,1969.0,HUNTING
S4 CAPITAL PLC,GB10476913,7311,2016,55,2024,1445.3,577500.0,-306900.0,848200.0,201.27281044,7498.0,1445.3,201.27281044,577.5,-306.9,848.2,1904.0,S CAPITAL
DR. MARTENS PLC,GB12960219,4642,2020,12,2024,889.8,366400.0,4500.0,787600.0,491.41215875,2348.0,889.8,491.41215875,366.4,4.5,787.6,1904.0,DR MARTENS
FUTURE PLC,GB03757874,5819,36272,19,2024,1708.0,1061700.0,76800.0,788200.0,1133.209904378,2998.0,1708.0,1133.209904378,1061.7,76.8,788.2,1998.0,FUTURE
BODYCOTE PLC,GB00519057,2561,19476,11,2024,1067.4,669900.0,20000.0,766800.0,1157.741135726,4379.0,1067.4,1157.741135726,669.9,20.0,766.8,1952.0,BODYCOTE
RENISHAW PLC,GB01106260,2651,26758,19,2024,1066.176,896265.0,96889.0,691301.0,2693.176091,5213.0,1066.176,2693.176091,896.265,96.889,691.301,1972.0,RENISHAW
SEGRO PLC,GB00167591,6831,7445,18,2024,17574.0,12049000.0,594000.0,675000.0,9486.272713821,466.0,17574.0,9486.272713821,12049.0,594.0,675.0,1919.0,SEGRO
TULLOW OIL PLC,GB03919249,0910,36560,14,2024,3229.44671311703,-217368.905014689,43521.6069446353,1310590.22231446,312.813505644,402.0,3229.44671311703,312.813505644,-217.368905014689,43.5216069446353,1310.5902223144599,1999.0,TULLOW OIL
FERREXPO PLC,GB05432915,0710,2005,11,2024,946.119082925928,736248.488470363,-39891.6179698025,748267.14761892,632.829148715,8542.0,946.119082925928,632.829148715,736.248488470363,-39.8916179698025,748.2671476189199,1904.0,FERREXPO
DOMINO'S PIZZA GROUP PLC,GB03853545,5610,36438,14,2024,602.9,-82200.0,90200.0,691400.0,1243.345193843,2058.0,602.9,1243.345193843,-82.2,90.2,691.4,1998.0,DOMINO S PIZZA
CVS GROUP PLC,GB06312831,7500,39276,14,2024,690.0,260500.0,6200.0,647300.0,723.059895167,8708.0,690.0,723.059895167,260.5,6.2,647.3,2006.0,CVS
RWS HOLDINGS PLC,GB03002645,7490,34684,22,2024,1206.5,899600.0,47500.0,718200.0,597.323129358,7940.0,1206.5,597.323129358,899.6,47.5,718.2,1994.0,RWS
SHAWBROOK GROUP PLC,GB07240248,6420,2010,95,2024,19722.7,1582300.0,219900.0,617200.0,,1519.0,19722.7,,1582.3,219.9,617.2,1904.0,SHAWBROOK
GENUS PLC,GB02972325,7211,34603,15,2024,987.8,513500.0,2400.0,668800.0,1089.540903,3581.0,987.8,1089.540903,513.5,2.4,668.8,1993.0,GENUS
F&C INVESTMENT TRUST PLC,GB00012901,6430,1868,11,2024,6270.732,5678522.0,999759.0,1018504.0,5345.912090709,,6270.732,5345.912090709,5678.522,999.759,1018.504,1904.0,F C INVESTMENT TRUST
SAGA PLC,GB08804263,7010,41613,15,2024,1588.3,57700.0,-164900.0,588300.0,177.768560207,2862.0,1588.3,177.768560207,57.7,-164.9,588.3,2013.0,SAGA
OSB GROUP PLC,GB11976839,6419,43587,23,2024,30243.6,2223400.0,308100.0,667200.0,1505.240235343,2559.0,30243.6,1505.240235343,2223.4,308.1,667.2,2018.0,OSB
NINETY ONE PLC,GB12245293,6619,2019,11,2024,12212.1,373600.0,150100.0,602100.0,898.44052049,1203.0,12212.1,898.44052049,373.6,150.1,602.1,1904.0,NINETY ONE
GAMMA COMMUNICATIONS PLC,GB08943488,6190,41715,20,2024,528.0,372700.0,69800.0,579400.0,1465.384124968,1859.0,528.0,1465.384124968,372.7,69.8,579.4,2013.0,GAMMA COMMUNICATIONS
NEXT 15 GROUP PLC,GB01579589,7320,29810,13,2024,604.962,181192.0,39465.0,729788.0,342.135126657,3992.0,604.962,342.135126657,181.192,39.465,729.788,1980.0,NEXT
HELIOS TOWERS PLC,GB12134855,6190,43678,29,2024,1855.80595766483,28615.8551156118,26702.8174477158,631302.430405698,963.220522588,611.0,1855.80595766483,963.220522588,28.6158551156118,26.7028174477158,631.302430405698,2018.0,HELIOS TOWERS
MARSHALLS PLC,GB05100353,2361,38090,12,2024,1076.1,661300.0,31000.0,623400.0,744.992887073,2435.0,1076.1,744.992887073,661.3,31.0,623.4,2003.0,MARSHALLS
CLARKSON PLC,GB01190238,5222,27345,14,2024,900.3,495700.0,84900.0,661400.0,1217.279170768,2103.0,900.3,1217.279170768,495.7,84.9,661.4,1973.0,CLARKSON
BRIDGEPOINT GROUP PLC,GB11443992,6430,43283,29,2024,4096.8,1193100.0,64800.0,428100.0,2966.151471024,513.0,4096.8,2966.151471024,1193.1,64.8,428.1,2017.0,BRIDGEPOINT
AUTO TRADER GROUP PLC,GB09439967,4511,42048,29,2024,639.6,569400.0,282600.0,601100.0,6549.7006176,1267.0,639.6,6549.7006176,569.4,282.6,601.1,2014.0,AUTO TRADER
GENUIT GROUP PLC,GB06059130,2223,39101,13,2024,993.0,643000.0,33500.0,561300.0,970.516646687,3221.0,993.0,970.516646687,643.0,33.5,561.3,2006.0,GENUIT
CREST NICHOLSON HOLDINGS PLC,GB06800600,2892,39836,19,2024,1435.8,722500.0,-105000.0,623300.0,434.966492619,704.0,1435.8,434.966492619,722.5,-105.0,623.3,2008.0,CREST NICHOLSON
CARD FACTORY PLC,GB09002747,1812,41746,7,2024,615.6,346900.0,47800.0,542500.0,330.604476051,9266.0,615.6,330.604476051,346.9,47.8,542.5,2013.0,CARD FACTORY
IG GROUP HOLDINGS PLC,GB04677092,6612,2003,13,2024,2940.9,1889500.0,307700.0,988800.0,3021.519295899,2570.0,2940.9,3021.519295899,1889.5,307.7,988.8,1904.0,IG
METRO BANK HOLDINGS,GB14387040,6420,44833,23,2024,17582.0,1183000.0,42500.0,405300.0,633.946785933,3455.0,17582.0,633.946785933,1183.0,42.5,405.3,2021.0,METRO BANK
PZ CUSSONS PLC,GB00019457,2041,20/02/1884,18,2024,649.6,235200.0,-57000.0,527900.0,473.312343983,2567.0,649.6,473.312343983,235.2,-57.0,527.9,1884.0,PZ CUSSONS
JOHNSON SERVICE GROUP PLC,GB00523335,9601,19606,11,2024,562.3,306900.0,35600.0,513400.0,562.678691357,6601.0,562.3,562.678691357,306.9,35.6,513.4,1952.0,JOHNSON SERVICE
PARAGON BANKING GROUP PLC,GB02336032,6420,32525,42,2024,19270.0,1419500.0,186000.0,481700.0,1620.938224332,1411.0,19270.0,1620.938224332,1419.5,186.0,481.7,1988.0,PARAGON BANKING
REACH PLC,GB00082548,1811,1777,11,2024,1209.5,678600.0,53600.0,538600.0,265.025578713,3566.0,1209.5,265.025578713,678.6,53.6,538.6,1903.0,REACH
THE BRITISH LAND COMPANY PLC,GB00621920,6831,21607,17,2024,8875.0,5710000.0,338000.0,454000.0,3690.875838463,646.0,8875.0,3690.875838463,5710.0,338.0,454.0,1958.0,BRITISH LAND
CHEMRING GROUP PLC,GB00086662,2611,2161,13,2024,692.1,356300.0,39500.0,512200.0,967.8280877,2683.0,692.1,967.8280877,356.3,39.5,512.2,1904.0,CHEMRING
RIT CAPITAL PARTNERS PLC,GB02129188,6430,31904,33,2024,4251.4,3731200.0,305000.0,343500.0,2844.940877113,63.0,4251.4,2844.940877113,3731.2,305.0,343.5,1986.0,RIT CAPITAL PARTNERS
YOUNG & CO'S BREWERY PLC,GB00032762,1105,1890,23,2024,1314.3,774400.0,9800.0,485800.0,282.914089456,7387.0,1314.3,282.914089456,774.4,9.8,485.8,1904.0,YOUNG S BREWERY
ELEMENTIS PLC,GB03299608,2059,35437,22,2024,1042.92436861467,603403.964415548,-38101.3335522631,588498.212586524,858.060462758,1301.0,1042.92436861467,858.060462758,603.403964415548,-38.1013335522631,588.498212586524,1996.0,ELEMENTIS
PPHE HOTEL GROUP LIMITED,GBGG47131,5510,39247,14,2024,1897.14,526058.0,28206.0,443379.0,589.229484341,,1897.14,589.229484341,526.058,28.206,443.379,2006.0,PPHE HOTEL
VANQUIS BANKING GROUP PLC,GB00668987,6492,22159,13,2024,3375.3,441200.0,-119300.0,458500.0,114.134883325,1375.0,3375.3,114.134883325,441.2,-119.3,458.5,1959.0,VANQUIS BANKING
LONDONMETRIC PROPERTY PLC,GB07124797,6831,40191,22,2024,6607.6,4123900.0,347900.0,396700.0,3754.76001723,48.0,6607.6,3754.76001723,4123.9,347.9,396.7,2009.0,LONDONMETRIC PROPERTY
TRAINLINE PLC,GB11961132,5229,43579,16,2024,660.254,282747.0,58348.0,442095.0,1365.797154883,1053.0,660.254,1365.797154883,282.747,58.348,442.095,2018.0,TRAINLINE
SERICA ENERGY PLC,GB05450950,0610,38484,14,2024,1167.5531929849,634855.897873815,73675.0660858186,604575.699987134,527.856523151,,1167.5531929849,527.856523151,634.855897873815,73.6750660858186,604.5756999871339,2004.0,SERICA ENERGY
BARR (A.G.) PLC,GBSC005653,1107,1643,13,2024,432.9,317600.0,39700.0,420400.0,683.376102416,981.0,432.9,683.376102416,317.6,39.7,420.4,1903.0,BARR A G
OXFORD INSTRUMENTS PLC,GB00775598,2651,23284,9,2024,604.8,376100.0,26000.0,500600.0,999.918139953,2334.0,604.8,999.918139953,376.1,26.0,500.6,1962.0,OXFORD INSTRUMENTS
ROSEBANK INDUSTRIES PLC,GB685348EX,7022,2024,6,2024,61.0,55000.0,-11000.0,,175.0,8.0,61.0,175.0,55.0,-11.0,,1904.0,ROSEBANK INDUSTRIES
DISCOVERIE GROUP PLC,GB02008246,2611,31511,17,2024,695.0,308000.0,24600.0,422900.0,524.177238474,4497.0,695.0,524.177238474,308.0,24.6,422.9,1985.0,DISCOVERIE
JUPITER FUND MANAGEMENT PLC,GB06150195,6430,2007,11,2024,1256.5,834000.0,65200.0,364100.0,472.497226335,512.0,1256.5,472.497226335,834.0,65.2,364.1,1904.0,JUPITER FUND MANAGEMENT
PAN AFRICAN RESOURCES PLC,GB03937466,2441,36581,16,2024,542.07017013857,287680.684882415,62717.1910272543,298318.698689654,579.055527475,2700.0,542.07017013857,579.055527475,287.680684882415,62.7171910272543,298.318698689654,1999.0,PAN AFRICAN RESOURCES
DAR GLOBAL PLC,GB14388348,6831,2022,21,2024,1148.95448135781,381374.421382447,11887.1378088891,195052.523519654,1061.86339845798,258.0,1148.95448135781,1061.86339845798,381.374421382447,11.887137808889099,195.052523519654,1904.0,DAR GLOBAL
VOLUTION GROUP PLC,GB09041571,7739,41774,20,2024,430.315,245923.0,42797.0,349456.0,1082.23281791,1869.0,430.315,1082.23281791,245.923,42.797,349.456,2013.0,VOLUTION
TRITAX BIG BOX REIT PLC,GB08215888,6831,2012,31,2024,6698.7,4567400.0,445500.0,343600.0,3291.859042505,,6698.7,3291.859042505,4567.4,445.5,343.6,1904.0,TRITAX BIG BOX REIT
CMC MARKETS PLC,GB05145017,6612,38141,9,2024,731.978,417967.0,62187.0,356690.0,579.21798973,1068.0,731.978,579.21798973,417.967,62.187,356.69,2003.0,CMC MARKETS
SPEEDY HIRE PLC,GB00927680,7739,24890,11,2024,513.0,162200.0,-1100.0,416600.0,87.749975099,3307.0,513.0,87.749975099,162.2,-1.1,416.6,1967.0,SPEEDY HIRE
FISHER (JAMES) & SONS PLC,GB00211475,5222,9530,9,2024,511.3,190300.0,46300.0,437700.0,159.068903266,900.0,511.3,159.068903266,190.3,46.3,437.7,1925.0,FISHER JAMES SONS
FULLER SMITH & TURNER PLC,GB00241882,1105,10827,13,2024,701.9,411700.0,27200.0,376300.0,176.787390545,5330.0,701.9,176.787390545,411.7,27.2,376.3,1928.0,FULLER SMITH TURNER
YOUGOV PLC,GB03607311,7220,1998,11,2024,609.7,183200.0,-2400.0,335300.0,535.571356913,1960.0,609.7,535.571356913,183.2,-2.4,335.3,1904.0,YOUGOV
IBSTOCK PLC,GB09760850,2361,42250,15,2024,752.105,395263.0,15092.0,368521.0,693.461088082,1849.0,752.105,693.461088082,395.263,15.092,368.521,2014.0,IBSTOCK
MURRAY INTERNATIONAL TRUST PLC,GBSC006705,6430,2558,11,2024,1791.894,1678849.0,126707.0,136082.0,1553.057767684,,1791.894,1553.057767684,1678.849,126.707,136.082,1906.0,MURRAY TRUST
