Company,BvdID,NACE,IncorpSerial,NumDirectors,Year,TotalAssets,ShareholdersFunds,NetIncome,Revenue,MarketCap,Employees,TotalAssets_m,MarketCap_m,ShareFunds_m,NetIncome_m,Revenue_m,IncorpYear,CompanyKey
FERREXPO PLC,GB05432915,0710,2005,11,2022,1122.55918084503,1036000.48649417,182296.211563561,1042197.04127983,925.317166942,7978.0,1122.55918084503,925.317166942,1036.00048649417,182.296211563561,1042.19704127983,1904.0,FERREXPO
DOMINO'S PIZZA GROUP PLC,GB03853545,5610,36438,14,2022,520.7,-112800.0,81600.0,601300.0,1239.965487419,1710.0,520.7,1239.965487419,-112.8,81.6,601.3,1998.0,DOMINO S PIZZA
CVS GROUP PLC,GB06312831,7500,39276,14,2022,518.2,217400.0,25700.0,554200.0,1177.164167237,7913.0,518.2,1177.164167237,217.4,25.7,554.2,2006.0,CVS
RWS HOLDINGS PLC,GB03002645,7490,34684,22,2022,1476.3,1141700.0,62700.0,749200.0,1246.105343368,7980.0,1476.3,1246.105343368,1141.7,62.7,749.2,1994.0,RWS
SHAWBROOK GROUP PLC,GB07240248,6420,2010,95,2022,13938.7,1139800.0,174700.0,484900.0,,1129.0,13938.7,,1139.8,174.7,484.9,1904.0,SHAWBROOK
GENUS PLC,GB02972325,7211,34603,15,2022,1017.9,572100.0,40900.0,593400.0,1649.513250262,3265.0,1017.9,1649.513250262,572.1,40.9,593.4,1993.0,GENUS
F&C INVESTMENT TRUST PLC,GB00012901,6430,1868,11,2022,5238.854,4649825.0,-491377.0,-476054.0,4686.443158464,,5238.854,4686.443158464,4649.825,-491.377,-476.054,1904.0,F C INVESTMENT TRUST
SAGA PLC,GB08804263,7010,41613,15,2022,1977.7,369500.0,-259200.0,581100.0,261.448340825,4519.0,1977.7,261.448340825,369.5,-259.2,581.1,2013.0,SAGA
OSB GROUP PLC,GB11976839,6419,43587,23,2022,27566.7,2201000.0,410000.0,775400.0,2062.509602077,1896.0,27566.7,2062.509602077,2201.0,410.0,775.4,2018.0,OSB
NINETY ONE PLC,GB12245293,6619,2019,11,2022,10812.4,349900.0,163800.0,632000.0,1153.100798756,1208.0,10812.4,1153.100798756,349.9,163.8,632.0,1904.0,NINETY ONE
GAMMA COMMUNICATIONS PLC,GB08943488,6190,41715,20,2022,406.8,299700.0,49300.0,484600.0,1047.887767265,1707.0,406.8,1047.887767265,299.7,49.3,484.6,2013.0,GAMMA COMMUNICATIONS
NEXT 15 GROUP PLC,GB01579589,7320,29810,13,2022,594.426,114400.0,1623.0,720500.0,987.009423692,3979.0,594.426,987.009423692,114.4,1.623,720.5,1980.0,NEXT
HELIOS TOWERS PLC,GB12134855,6190,43678,29,2022,1772.53949478677,40851.8522242941,-142111.41291007,464617.313228432,1114.58048898,548.0,1772.53949478677,1114.58048898,40.851852224294106,-142.11141291007002,464.61731322843195,2018.0,HELIOS TOWERS
MARSHALLS PLC,GB05100353,2361,38090,12,2022,1208.866,661069.0,26791.0,721404.0,691.110593363,3112.0,1208.866,691.110593363,661.069,26.791,721.404,2003.0,MARSHALLS
CLARKSON PLC,GB01190238,5222,27345,14,2022,832.3,413200.0,75600.0,603800.0,990.625211774,1783.0,832.3,990.625211774,413.2,75.6,603.8,1973.0,CLARKSON
BRIDGEPOINT GROUP PLC,GB11443992,6430,43283,29,2022,1787.8,772700.0,120600.0,321000.0,1569.150298161,377.0,1787.8,1569.150298161,772.7,120.6,321.0,2017.0,BRIDGEPOINT
AUTO TRADER GROUP PLC,GB09439967,4511,42048,29,2022,662.7,527300.0,233900.0,500200.0,5661.048987339,1160.0,662.7,5661.048987339,527.3,233.9,500.2,2014.0,AUTO TRADER
GENUIT GROUP PLC,GB06059130,2223,39101,13,2022,1028.2,627100.0,36500.0,622200.0,700.167326062,3640.0,1028.2,700.167326062,627.1,36.5,622.2,2006.0,GENUIT
CREST NICHOLSON HOLDINGS PLC,GB06800600,2892,39836,19,2022,1579.2,883100.0,26400.0,913600.0,518.97948388,727.0,1579.2,518.97948388,883.1,26.4,913.6,2008.0,CREST NICHOLSON
CARD FACTORY PLC,GB09002747,1812,41746,7,2022,537.2,268200.0,44200.0,463400.0,325.504281415,9849.0,537.2,325.504281415,268.2,44.2,463.4,2013.0,CARD FACTORY
IG GROUP HOLDINGS PLC,GB04677092,6612,2003,13,2022,3126.1,2027800.0,503900.0,998500.0,3087.915316073,2419.0,3126.1,3087.915316073,2027.8,503.9,998.5,1904.0,IG
METRO BANK HOLDINGS,GB14387040,6420,44833,23,2022,,,,,,,,,,,,2021.0,METRO BANK
PZ CUSSONS PLC,GB00019457,2041,20/02/1884,18,2022,941.9,448900.0,47900.0,592800.0,868.168084886,2852.0,941.9,868.168084886,448.9,47.9,592.8,1884.0,PZ CUSSONS
JOHNSON SERVICE GROUP PLC,GB00523335,9601,19606,11,2022,433.5,284600.0,29000.0,386400.0,425.424363441,5691.0,433.5,425.424363441,284.6,29.0,386.4,1952.0,JOHNSON SERVICE
PARAGON BANKING GROUP PLC,GB02336032,6420,32525,42,2022,16653.6,1417300.0,313600.0,604900.0,938.712415656,1503.0,16653.6,938.712415656,1417.3,313.6,604.9,1988.0,PARAGON BANKING
REACH PLC,GB00082548,1811,1777,11,2022,1259.0,637500.0,52300.0,601400.0,301.534379047,4305.0,1259.0,301.534379047,637.5,52.3,601.4,1903.0,REACH
THE BRITISH LAND COMPANY PLC,GB00621920,6831,21607,17,2022,8290.0,5525000.0,-1038000.0,418000.0,3595.172348872,647.0,8290.0,3595.172348872,5525.0,-1038.0,418.0,1958.0,BRITISH LAND
CHEMRING GROUP PLC,GB00086662,2611,2161,13,2022,620.1,418100.0,47400.0,442800.0,856.296055432,2300.0,620.1,856.296055432,418.1,47.4,442.8,1904.0,CHEMRING
RIT CAPITAL PARTNERS PLC,GB02129188,6430,31904,33,2022,4171.5,3721700.0,-577200.0,-533600.0,3318.3617925,59.0,4171.5,3318.3617925,3721.7,-577.2,-533.6,1986.0,RIT CAPITAL PARTNERS
YOUNG & CO'S BREWERY PLC,GB00032762,1105,1890,23,2022,,,,,,,,,,,,1904.0,YOUNG S BREWERY
ELEMENTIS PLC,GB03299608,2059,35437,22,2022,1348.19398719932,649569.309505561,-42343.4005813677,763507.031226462,703.157478336,1492.0,1348.19398719932,703.157478336,649.569309505561,-42.343400581367696,763.507031226462,1996.0,ELEMENTIS
PPHE HOTEL GROUP LIMITED,GBGG47131,5510,39247,14,2022,1860.217,503245.0,10159.0,342727.0,534.723452989,,1860.217,534.723452989,503.245,10.159,342.727,2006.0,PPHE HOTEL
VANQUIS BANKING GROUP PLC,GB00668987,6492,22159,13,2022,2663.3,614700.0,77400.0,474500.0,485.342059255,2207.0,2663.3,485.342059255,614.7,77.4,474.5,1959.0,VANQUIS BANKING
LONDONMETRIC PROPERTY PLC,GB07124797,6831,40191,22,2022,3078.0,1995200.0,-506300.0,146700.0,1725.526875549,34.0,3078.0,1725.526875549,1995.2,-506.3,146.7,2009.0,LONDONMETRIC PROPERTY
TRAINLINE PLC,GB11961132,5229,43579,16,2022,653.171,290644.0,21217.0,327147.0,1229.100021366,912.0,653.171,1229.100021366,290.644,21.217,327.147,2018.0,TRAINLINE
SERICA ENERGY PLC,GB05450950,0610,38484,14,2022,714.602475149923,338684.228164754,147328.517607923,673204.550499345,777.917084169,,714.602475149923,777.917084169,338.684228164754,147.32851760792298,673.2045504993449,2004.0,SERICA ENERGY
BARR (A.G.) PLC,GBSC005653,1107,1643,13,2022,377.5,268800.0,33900.0,318900.0,616.1587905,1014.0,377.5,616.1587905,268.8,33.9,318.9,1903.0,BARR A G
OXFORD INSTRUMENTS PLC,GB00775598,2651,23284,9,2022,572.0,344000.0,58600.0,444700.0,1445.698281369,2027.0,572.0,1445.698281369,344.0,58.6,444.7,1962.0,OXFORD INSTRUMENTS
ROSEBANK INDUSTRIES PLC,GB685348EX,7022,2024,6,2022,,,,,,,,,,,,1904.0,ROSEBANK INDUSTRIES
DISCOVERIE GROUP PLC,GB02008246,2611,31511,17,2022,585.7,303600.0,21300.0,448900.0,742.905604066,4697.0,585.7,742.905604066,303.6,21.3,448.9,1985.0,DISCOVERIE
JUPITER FUND MANAGEMENT PLC,GB06150195,6430,2007,11,2022,1242.0,843900.0,47900.0,397300.0,725.602348013,572.0,1242.0,725.602348013,843.9,47.9,397.3,1904.0,JUPITER FUND MANAGEMENT
PAN AFRICAN RESOURCES PLC,GB03937466,2441,36581,16,2022,377.481191035115,243297.533559249,61897.7585047736,315175.471532618,461.24386527,2198.0,377.481191035115,461.24386527,243.297533559249,61.8977585047736,315.17547153261796,1999.0,PAN AFRICAN RESOURCES
DAR GLOBAL PLC,GB14388348,6831,2022,21,2022,,,,,,,,,,,,1904.0,DAR GLOBAL
VOLUTION GROUP PLC,GB09041571,7739,41774,20,2022,411.366,208308.0,35610.0,307701.0,791.23024,1898.0,411.366,791.23024,208.308,35.61,307.701,2013.0,VOLUTION
TRITAX BIG BOX REIT PLC,GB08215888,6831,2012,31,2022,5155.1,3350000.0,-599400.0,225400.0,2590.19428042,,5155.1,2590.19428042,3350.0,-599.4,225.4,1904.0,TRITAX BIG BOX REIT
CMC MARKETS PLC,GB05145017,6612,38141,9,2022,586.422,374015.0,41439.0,321778.0,491.91558849,1087.0,586.422,491.91558849,374.015,41.439,321.778,2003.0,CMC MARKETS
SPEEDY HIRE PLC,GB00927680,7739,24890,11,2022,476.4,184600.0,1200.0,440600.0,155.408278993,3375.0,476.4,155.408278993,184.6,1.2,440.6,1967.0,SPEEDY HIRE
FISHER (JAMES) & SONS PLC,GB00211475,5222,9530,9,2022,609.0,218300.0,-11100.0,520900.0,196.794500253,2647.0,609.0,196.794500253,218.3,-11.1,520.9,1925.0,FISHER JAMES SONS
FULLER SMITH & TURNER PLC,GB00241882,1105,10827,13,2022,,,,,,,,,,,,1928.0,FULLER SMITH TURNER
YOUGOV PLC,GB03607311,7220,1998,11,2022,240.0,125000.0,17100.0,221100.0,1201.12068078,1660.0,240.0,1201.12068078,125.0,17.1,221.1,1904.0,YOUGOV
IBSTOCK PLC,GB09760850,2361,42250,15,2022,762.782,416209.0,86908.0,515516.0,608.116503335,2265.0,762.782,608.116503335,416.209,86.908,515.516,2014.0,IBSTOCK
MURRAY INTERNATIONAL TRUST PLC,GBSC006705,6430,2558,11,2022,1819.452,1616750.0,134721.0,143787.0,1667.67198189,,1819.452,1667.67198189,1616.75,134.721,143.787,1906.0,MURRAY TRUST
UNITE GROUP PLC,GB03199160,5590,35200,25,2022,5398.5,3818500.0,355100.0,259300.0,3642.547570295,1775.0,5398.5,3642.547570295,3818.5,355.1,259.3,1995.0,UNITE
RESTORE PLC,GB05169780,7490,38170,13,2022,620.6,273200.0,16800.0,279000.0,451.849414571,2870.0,620.6,451.849414571,273.2,16.8,279.0,2003.0,RESTORE
PAYPOINT PLC,GB03581541,8291,35961,22,2022,479.989,111714.0,34710.0,167723.0,313.890702944,705.0,479.989,313.890702944,111.714,34.71,167.723,1997.0,PAYPOINT
HENRY BOOT PLC,GB00160996,4120,7270,19,2022,578.305,394289.0,33319.0,341419.0,313.664404271,477.0,578.305,313.664404271,394.289,33.319,341.419,1918.0,HENRY BOOT
GLOBALDATA PLC,GB03925319,5819,36565,11,2022,511.6,48300.0,30500.0,243300.0,1390.070457224,3652.0,511.6,1390.070457224,48.3,30.5,243.3,1999.0,GLOBALDATA
JADESTONE ENERGY PLC,GB13152520,0610,44218,22,2022,673.558378915162,90759.8888899535,7654.12898571612,371572.040800251,342.990545781,369.0,673.558378915162,342.990545781,90.75988888995349,7.65412898571612,371.572040800251,2020.0,JADESTONE ENERGY
SIRIUS REAL ESTATE LIMITED,GBGG46442,9499,39133,12,2022,2099.07577040269,1052393.83038233,69948.6881249443,237351.013348586,901.887629397,421.0,2099.07577040269,901.887629397,1052.3938303823302,69.9486881249443,237.351013348586,2006.0,SIRIUS REAL ESTATE
VICTREX PLC,GB02793780,2221,34025,12,2022,641.6,490600.0,76200.0,341000.0,1452.817050672,1004.0,641.6,1452.817050672,490.6,76.2,341.0,1992.0,VICTREX
GB GROUP PLC,GB02415211,5829,32741,15,2022,955.12,694144.0,-119794.0,278810.0,757.31088,1280.0,955.12,757.31088,694.144,-119.794,278.81,1988.0,GB
SAVANNAH ENERGY PLC,GB09115262,0910,2014,12,2022,1458.79478379026,202244.842201445,-50436.7076944444,176083.91265635,343.844362604,556.0,1458.79478379026,343.844362604,202.24484220144498,-50.4367076944444,176.08391265635,1904.0,SAVANNAH ENERGY
HAMMERSON PLC,GB00360632,6831,14718,15,2022,4536.4,2586400.0,-164200.0,125900.0,1188.708635758,320.0,4536.4,1188.708635758,2586.4,-164.2,125.9,1939.0,HAMMERSON
DERWENT LONDON PLC,GB01819699,6831,30827,30,2022,5509.4,4075500.0,-280500.0,194600.0,2659.043312988,184.0,5509.4,2659.043312988,4075.5,-280.5,194.6,1983.0,DERWENT LONDON
THE GYM GROUP PLC,GB08528493,9313,41408,16,2022,595.6,134000.0,-19300.0,173700.0,194.403121333,2035.0,595.6,194.403121333,134.0,-19.3,173.7,2012.0,GYM
SHAFTESBURY CAPITAL PLC,GB07145051,6831,2010,12,2022,2351.2,1561600.0,-211800.0,74100.0,906.607108985,67.0,2351.2,906.607108985,1561.6,-211.8,74.1,1904.0,SHAFTESBURY CAPITAL
ALLIANCE TRUST PLC,GBSC001731,6430,01/01/1888,38,2022,3111.058,2895019.0,-242645.0,-229394.0,,,3111.058,,2895.019,-242.645,-229.394,1888.0,ALLIANCE TRUST
PRIMARY HEALTH PROPERTIES PLC,GB03033634,6831,34774,20,2022,2864.5,1482200.0,56300.0,154100.0,1480.83516842,,2864.5,1480.83516842,1482.2,56.3,154.1,1994.0,PRIMARY HEALTH PROPERTIES
SAFESTORE HOLDINGS PLC,GB04726380,5210,37719,11,2022,2707.5,1793400.0,462900.0,212500.0,1914.764903057,727.0,2707.5,1914.764903057,1793.4,462.9,212.5,2002.0,SAFESTORE
OXFORD NANOPORE TECHNOLOGIES PLC,GB05386273,7211,2005,33,2022,823.89,693556.0,-91025.0,198603.0,2035.031233826,1019.0,823.89,2035.031233826,693.556,-91.025,198.603,1904.0,OXFORD NANOPORE TECHNOLOGIES
SABRE INSURANCE GROUP PLC,GB10974661,6511,2017,9,2022,549.82,228988.0,11078.0,181476.0,266.000002623,,549.82,266.000002623,228.988,11.078,181.476,1904.0,SABRE INSURANCE
BANKERS INVESTMENT TRUST PLC,GB00026351,6430,,45,2022,1504.097,1360666.0,-179171.0,-175269.0,1250.826214366,,1504.097,1250.826214366,1360.666,-179.171,-175.269,,BANKERS INVESTMENT TRUST
3I INFRASTRUCTURE PLC,GBJE95682,6430,2007,8,2022,3707.0,3101000.0,394000.0,18000.0,2790.188553317,,3707.0,2790.188553317,3101.0,394.0,18.0,1904.0,I INFRASTRUCTURE
SECURE TRUST BANK PLC,GB00541132,6419,20054,140,2022,3379.8,326400.0,33700.0,170400.0,140.185755,940.0,3379.8,140.185755,326.4,33.7,170.4,1953.0,SECURE TRUST BANK
GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,GBGG56250,6831,2013,12,2022,2977.48480638756,1464823.00960085,-14233.1152445396,211919.101326346,812.760235436001,,2977.48480638756,812.760235436001,1464.8230096008501,-14.2331152445396,211.91910132634598,1904.0,GLOBALWORTH REAL ESTATE INVESTMENTS
BIG YELLOW GROUP PLC,GB03625199,5210,36033,12,2022,2751.987,2182446.0,73332.0,191014.0,2154.069147049,515.0,2751.987,2154.069147049,2182.446,73.332,191.014,1997.0,BIG YELLOW
ASA INTERNATIONAL GROUP PLC,GB11361159,6420,43234,20,2022,405.827106096399,74296.5095797654,14821.847479431,121353.202969486,93.000000715,13602.0,405.827106096399,93.000000715,74.29650957976541,14.821847479431,121.35320296948599,2017.0,ASA
AUCTION TECHNOLOGY GROUP PLC,GB13141124,5829,2020,26,2022,806.955,539323.0,-6127.0,120564.0,858.140150687,342.0,806.955,858.140150687,539.323,-6.127,120.564,1904.0,AUCTION TECHNOLOGY
CHESNARA PLC,GB04947166,7010,37923,72,2022,11353.352,333117.0,-98333.0,-1072626.0,426.24301268,414.0,11353.352,426.24301268,333.117,-98.333,-1072.626,2002.0,CHESNARA
WORKSPACE GROUP PLC,GB02041612,6831,31622,19,2022,2839.1,1787700.0,-37800.0,174200.0,837.076349224,291.0,2839.1,837.076349224,1787.7,-37.8,174.2,1985.0,WORKSPACE
EDINBURGH WORLDWIDE INVESTMENT TRUST PLC,GBSC184775,6430,36045,13,2022,888.817,775566.0,-542181.0,-541171.0,677.083977382,,888.817,677.083977382,775.566,-542.181,-541.171,1997.0,EDINBURGH WORLDWIDE INVESTMENT TRUST
ARBUTHNOT BANKING GROUP PLC,GB01954085,6420,31355,18,2022,3614.047,211978.0,16458.0,139015.0,126.556908,718.0,3614.047,126.556908,211.978,16.458,139.015,1984.0,ARBUTHNOT BANKING
HICL INFRASTRUCTURE PLC,GB11738373,6619,2006,18,2022,3351.1,3350000.0,198400.0,0.0,3148.806397681,,3351.1,3148.806397681,3350.0,198.4,0.0,1904.0,HICL INFRASTRUCTURE
KISTOS HOLDINGS PLC,GB14490676,0610,44882,8,2022,613.684,102712.0,25961.0,411523.0,360.457274147,24.0,613.684,360.457274147,102.712,25.961,411.523,2021.0,KISTOS
FUNDING CIRCLE HOLDINGS PLC,GB07123934,6201,40191,18,2022,384.0,284000.0,-6900.0,134300.0,198.716732957,893.0,384.0,198.716732957,284.0,-6.9,134.3,2009.0,FUNDING CIRCLE
ASHMORE GROUP PLC,GB03675683,6619,36129,8,2022,1098.2,966800.0,88500.0,254400.0,1580.859057051,309.0,1098.2,1580.859057051,966.8,88.5,254.4,1997.0,ASHMORE
PEEL HUNT LIMITED,GBGG65579,6420,43230,12,2022,594.01,93146.0,-1322.0,82517.0,130.175503073,310.0,594.01,130.175503073,93.146,-1.322,82.517,2017.0,PEEL HUNT
GULF MARINE SERVICES PLC,GB08860816,3011,41663,14,2022,545.922442810491,238294.737353938,20986.0853840258,110395.294372852,47.263279184,594.0,545.922442810491,47.263279184,238.294737353938,20.9860853840258,110.395294372852,2013.0,GULF MARINE SERVICES
CLS HOLDINGS PLC,GB02714781,6831,33738,28,2022,2501.4,1220800.0,-81900.0,139700.0,646.944490968,109.0,2501.4,646.944490968,1220.8,-81.9,139.7,1991.0,CLS
GRAINGER PLC,GB00125575,9499,1912,12,2022,3579.1,1966800.0,229400.0,90700.0,1700.806939132,328.0,3579.1,1700.806939132,1966.8,229.4,90.7,1904.0,GRAINGER
HARWORTH GROUP PLC,GB02649340,7010,33508,14,2022,779.482,602664.0,27838.0,166685.0,,107.0,779.482,,602.664,27.838,166.685,1990.0,HARWORTH
NEWRIVER REIT PLC,GB10221027,9499,2009,14,2022,781.5,378600.0,-16800.0,73600.0,244.938395186,51.0,781.5,244.938395186,378.6,-16.8,73.6,1904.0,NEWRIVER REIT
ON THE BEACH GROUP PLC,GB09736592,7911,42233,14,2022,346.9,156800.0,1600.0,144100.0,167.588240071,715.0,346.9,167.588240071,156.8,1.6,144.1,2014.0,ON BEACH
SUPERMARKET INCOME REIT PLC,GB10799126,9499,2017,11,2022,1808.038,1432455.0,110303.0,74449.0,1481.642826934,,1808.038,1481.642826934,1432.455,110.303,74.449,1904.0,SUPERMARKET INCOME REIT
IP GROUP PLC,GB04204490,6619,2001,33,2022,1557.8,1376100.0,-344500.0,7100.0,577.019909093,99.0,1557.8,577.019909093,1376.1,-344.5,7.1,1904.0,IP
GREAT PORTLAND ESTATES PLC,GB00596137,6831,21184,33,2022,2505.6,1918600.0,-163900.0,91300.0,1287.110352349,145.0,2505.6,1287.110352349,1918.6,-163.9,91.3,1957.0,GREAT PORTLAND ESTATES
S & U PLC,GB00342025,6491,1938,12,2022,428.174,224885.0,33718.0,102714.0,250.305660635,224.0,428.174,250.305660635,224.885,33.718,102.714,1904.0,S U
BIOPHARMA CREDIT PLC,GB10443190,6619,2016,12,2022,1130.27545767896,1108264.34711843,151069.818070249,174906.418092238,1023.682598708,,1130.27545767896,1023.682598708,1108.2643471184301,151.069818070249,174.906418092238,1904.0,BIOPHARMA CREDIT
AVATION PLC,GB05872328,7739,38909,14,2022,1005.05403532233,187540.661651784,14143.1984757278,126918.81355487,52.116093,19.0,1005.05403532233,52.116093,187.540661651784,14.1431984757278,126.91881355487,2005.0,AVATION
REGIONAL REIT LIMITED,GBGG60527,9499,2015,7,2022,906.055,402942.0,-65163.0,93318.0,304.284564296,,906.055,304.284564296,402.942,-65.163,93.318,1904.0,REGIONAL REIT
TARGET HEALTHCARE REIT PLC,GB11990238,6619,2019,14,2022,963.658,698767.0,49097.0,63859.0,672.33727774,,963.658,672.33727774,698.767,49.097,63.859,1904.0,TARGET HEALTHCARE REIT
THE LAW DEBENTURE CORPORATION PLC,GB00030397,6430,1889,13,2022,1004.132,799067.0,-86347.0,54454.0,988.206271379,253.0,1004.132,988.206271379,799.067,-86.347,54.454,1904.0,LAW DEBENTURE CORPORATION
POLLEN STREET GROUP LIMITED,GBGG70165,9499,2021,6,2022,,,,,,,,,,,,1904.0,POLLEN STREET
CUSTODIAN PROPERTY INCOME REIT PLC,GB08863271,9499,2014,15,2022,625.328,437569.0,-65821.0,44147.0,393.238537358,,625.328,393.238537358,437.569,-65.821,44.147,1904.0,CUSTODIAN PROPERTY INCOME REIT
PICTON PROPERTY INCOME LIMITED,GBGG43673,9499,38610,16,2022,792.556,547624.0,-89530.0,51816.0,379.490688212,10.0,792.556,379.490688212,547.624,-89.53,51.816,2004.0,PICTON PROPERTY INCOME
SYNCONA LIMITED,GBGG55514,9499,2012,38,2022,1268.412,1254655.0,-56018.0,27495.0,994.750664587,,1268.412,994.750664587,1254.655,-56.018,27.495,1904.0,SYNCONA
GRIT REAL ESTATE INCOME GROUP LIMITED,GBGG68739,9499,44234,34,2022,773.984595879054,305042.513147871,8624.16335875428,41990.2528142507,168.331397031,124.0,773.984595879054,168.331397031,305.04251314787103,8.62416335875428,41.9902528142507,2020.0,GRIT REAL ESTATE INCOME
MALIBU LIFE HOLDINGS LIMITED,GBGG47161,6430,2007,11,2022,686.707206320742,560857.813692655,-210194.794944647,824.49478627125,459.194393278,,686.707206320742,459.194393278,560.857813692655,-210.19479494464701,0.82449478627125,1904.0,MALIBU LIFE
FIDELITY CHINA SPECIAL SITUATIONS PLC,GB07133583,6430,2010,20,2022,1460.772,1338421.0,23289.0,14971.0,1208.60588273,,1460.772,1208.60588273,1338.421,23.289,14.971,1904.0,FIDELITY CHINA SPECIAL SITUATIONS
TR PROPERTY INVESTMENT TRUST PLC,GB00084492,6430,1905,13,2022,1050.933,968346.0,-547266.0,16236.0,885.409222094,,1050.933,885.409222094,968.346,-547.266,16.236,1904.0,TR PROPERTY INVESTMENT TRUST
PACIFIC HORIZON INVESTMENT TRUST PLC,GB02342193,6430,,12,2022,615.186,610550.0,-108184.0,-111027.0,586.991528525,,615.186,586.991528525,610.55,-108.184,-111.027,,PACIFIC HORIZON INVESTMENT TRUST
LIVING REIT PLC,GB10814022,9499,2017,23,2022,705.013,439285.0,24902.0,37410.0,246.909648431,,705.013,246.909648431,439.285,24.902,37.41,1904.0,LIVING REIT
JPMORGAN JAPANESE INVESTMENT TRUST PLC,GB00223583,6430,1927,29,2022,850.924,730374.0,-404073.0,,678.368695673,,850.924,678.368695673,730.374,-404.073,,1904.0,JPMORGAN JAPANESE INVESTMENT TRUST
HELICAL PLC,GB00156663,6831,7006,29,2022,872.856,608675.0,-64511.0,49848.0,370.065574194,26.0,872.856,370.065574194,608.675,-64.511,49.848,1918.0,HELICAL
FIDELITY EMERGING MARKETS LIMITED,GBGG20790,6430,1989,12,2022,680.976920885951,657990.713576981,-410836.544674882,19214.6326599766,577.301108511,,680.976920885951,577.301108511,657.990713576981,-410.836544674882,19.2146326599766,1904.0,FIDELITY EMERGING MARKETS
CAB PAYMENTS HOLDINGS PLC,GB09659405,6420,2015,20,2022,1485.436,115958.0,31001.0,22743.0,,254.0,1485.436,,115.958,31.001,22.743,1904.0,CAB PAYMENTS
LENDINVEST PLC,GB08146929,6492,2012,12,2022,1262.8,76500.0,17200.0,13700.0,124.542938101,275.0,1262.8,124.542938101,76.5,17.2,13.7,1904.0,LENDINVEST
PANTHEON INFRASTRUCTURE PLC,GB13611678,9499,2021,16,2022,486.018,474761.0,8028.0,-6424.0,449.279994965,,486.018,449.279994965,474.761,8.028,-6.424,1904.0,PANTHEON INFRASTRUCTURE
FIDELITY EUROPEAN TRUST PLC,GB02638812,9499,1991,11,2022,1391.813,1380995.0,-56967.0,1208.0,1305.893993699,,1391.813,1305.893993699,1380.995,-56.967,1.208,1904.0,FIDELITY EUROPEAN TRUST
GREENCOAT UK WIND PLC,GB08318092,6619,2012,9,2022,4981.582,3873228.0,953863.0,1878.0,3523.496739066,,4981.582,3523.496739066,3873.228,953.863,1.878,1904.0,GREENCOAT UK WIND
PANTHEON INTERNATIONAL PLC,GB02147984,6430,1987,17,2022,2472.189,2427464.0,572597.0,732.0,1588.293665192,,2472.189,1588.293665192,2427.464,572.597,0.732,1904.0,PANTHEON
NEXTENERGY SOLAR FUND LIMITED,GBGG57739,6619,2008,22,2022,875.23,674420.0,48316.0,66677.0,618.586368741,,875.23,618.586368741,674.42,48.316,66.677,1904.0,NEXTENERGY SOLAR FUND
PHOENIX SPREE DEUTSCHLAND LIMITED,GBJE97031,9499,2007,5,2022,720.611559344025,368016.709500067,-13641.8364256997,23233.103603652,226.813589237,,720.611559344025,226.813589237,368.016709500067,-13.6418364256997,23.233103603652,1904.0,PHOENIX SPREE DEUTSCHLAND
BLACKROCK WORLD MINING TRUST PLC,GB02868209,6430,1993,54,2022,1466.383,1299285.0,202420.0,16915.0,1315.608621318,,1466.383,1315.608621318,1299.285,202.42,16.915,1904.0,BLACKROCK WORLD MINING TRUST
MOLTEN VENTURES PLC,GB09799594,6619,2006,16,2022,1315.8,1194100.0,-243400.0,22700.0,418.607607146,58.0,1315.8,418.607607146,1194.1,-243.4,22.7,1904.0,MOLTEN VENTURES
BRUNNER INVESTMENT TRUST (THE) PLC,GB00226323,6430,1927,10,2022,533.495,497097.0,3623.0,12653.0,435.465807257,,533.495,435.465807257,497.097,3.623,12.653,1904.0,BRUNNER INVESTMENT TRUST
OCTOPUS TITAN VCT PLC,GB06397765,6619,2007,19,2022,1077.187,1051760.0,-319215.0,864.0,1176.493507885,,1077.187,1176.493507885,1051.76,-319.215,0.864,1904.0,OCTOPUS TITAN VCT
ALLIANZ TECHNOLOGY TRUST PLC,GB03117355,6430,1995,23,2022,941.47,938948.0,-494161.0,6179.0,853.624169034,1710.0,941.47,853.624169034,938.948,-494.161,6.179,1904.0,ALLIANZ TECHNOLOGY TRUST
PATRIA PRIVATE EQUITY TRUST PLC,GBSC216638,6619,36959,18,2022,1223.777,1158052.0,143611.0,9297.0,630.359790738,,1223.777,630.359790738,1158.052,143.611,9.297,2000.0,PATRIA PRIVATE EQUITY TRUST
THE NORTH AMERICAN INCOME TRUST PLC,GBSC005218,6430,1902,10,2022,516.314,472891.0,41818.0,7289.0,429.118323916,,516.314,429.118323916,472.891,41.818,7.289,1904.0,NORTH AMERICAN INCOME TRUST
THE SCOTTISH AMERICAN INVESTMENT COMPANY PLC,GBSC000489,6430,1873,11,2022,943.984,846674.0,-65581.0,4506.0,897.894776955,,943.984,897.894776955,846.674,-65.581,4.506,1904.0,SCOTTISH AMERICAN INVESTMENT
CT PRIVATE EQUITY TRUST PLC,GBSC179412,6430,1997,23,2022,563.406,517675.0,66320.0,4550.0,308.134089129,,563.406,308.134089129,517.675,66.32,4.55,1904.0,CT PRIVATE EQUITY TRUST
